last_name,first_name,team,position,draft_year,debut_date,birthdate,age_exact,age
Santana,Domingo,SEA,RF,2009,7/01/2014,1992-08-05,27.23835616438356,27
Allard,Kolby,TEX,P,2015,7/31/2018,1997-08-13,22.216438356164385,22
Andrus,Elvis,TEX,SS,2005,4/06/2009,1988-08-26,31.18082191780822,31
Burke,Brock,TEX,P,Undrafted,8/20/2019,1996-08-04,23.24109589041096,23
Calhoun,Willie,TEX,LF,2015,9/12/2017,1994-11-04,24.98904109589041,24
Choo,Shin,TEX,RF,2000,4/21/2005,1982-07-13,37.3013698630137,37
Clase,Emmanuel,TEX,P,Undrafted,8/04/2019,1998-03-18,21.621917808219177,21
DeShields,Delino,TEX,CF,2010,4/08/2015,1992-08-16,27.208219178082192,27
Farrell,Luke,TEX,P,2013,7/01/2017,1991-06-07,28.4,28
Federowicz,Tim,TEX,C,2008,9/11/2011,1987-08-05,32.23835616438356,32
Forsythe,Logan,TEX,3B,2008,5/04/2011,1987-01-14,32.794520547945204,32
Gibaut,Ian,TEX,P,Undrafted,7/12/2019,1993-11-19,25.947945205479453,25
Guerrieri,Taylor,TEX,P,2011,9/01/2018,1992-12-01,26.91756868029044,26
Guzmán,Ronald,TEX,1B,2011,4/13/2018,1994-10-20,25.03013698630137,25
Heineman,Scott,TEX,RF,Undrafted,8/02/2019,1992-12-04,26.909371958978966,26
Hernández,Jonathan,TEX,P,Undrafted,8/21/2019,1996-07-06,23.32054794520548,23
Jurado,Ariel,TEX,P,2012,5/19/2018,1996-01-30,23.75068493150685,23
Kelley,Shawn,TEX,P,2007,4/10/2009,1984-04-26,35.515068493150686,35
Kiner,Falefa,TEX,3B,2013,4/10/2018,1995-03-23,24.60821917808219,24
Leclerc,José,TEX,P,2010,7/06/2016,1993-12-19,25.865753424657534,25
Lynn,Lance,TEX,P,2008,6/02/2011,1987-05-12,32.47123287671233,32
Martin,Brett,TEX,P,2014,4/19/2019,1995-04-28,24.50958904109589,24
Mathis,Jeff,TEX,C,2001,8/12/2005,1983-03-31,36.586301369863016,36
Mazara,Nomar,TEX,RF,2011,4/10/2016,1995-04-26,24.515068493150686,24
Méndez,Yohander,TEX,P,2011,9/05/2016,1995-01-17,24.786301369863015,24
Minor,Mike,TEX,P,2009,8/09/2010,1987-12-26,31.846575342465755,31
Almora,Jr,CHC,CF,2012,6/07/2016,1994-04-16,25.542465753424658,25
Alzolay,Adbert,CHC,P,2012,6/20/2019,1995-03-01,24.66849315068493,24
Báez,Javier,CHC,SS,2011,8/05/2014,1992-12-01,26.91756868029044,26
Bote,David,CHC,3B,2012,4/21/2018,1993-04-07,26.567123287671233,26
Bryant,Kris,CHC,3B,2013,4/17/2015,1992-01-04,27.82191780821918,27
Caratini,Victor,CHC,C,2013,6/28/2017,1993-08-17,26.205479452054796,26
Castellanos,Nicholas,CHC,RF,2010,9/01/2013,1992-03-04,27.660273972602738,27
Chatwood,Tyler,CHC,P,2008,4/11/2011,1989-12-16,29.873972602739727,29
Cishek,Steve,CHC,P,2007,9/26/2010,1986-06-18,33.36986301369863,33
Contreras,Willson,CHC,C,2009,6/17/2016,1992-05-13,27.46849315068493,27
Darvish,Yu,CHC,P,2012,4/09/2012,1986-08-16,33.20821917808219,33
Descalso,Daniel,CHC,2B,2007,9/18/2010,1986-10-19,33.032876712328765,33
Garcia,Robel,CHC,2B,Undrafted,7/03/2019,1993-03-28,26.594520547945205,26
Hamels,Cole,CHC,P,2002,5/12/2006,1983-12-27,35.843835616438355,35
Happ,Ian,CHC,2B,2015,5/13/2017,1994-08-12,25.21917808219178,25
Hendricks,Kyle,CHC,P,2011,7/10/2014,1989-12-07,29.898630136986302,29
Heyward,Jason,CHC,CF,2007,4/05/2010,1989-08-09,30.22739726027397,30
Hoerner,Nico,CHC,SS,Undrafted,9/09/2019,1997-05-13,22.46849315068493,22
Holland,Derek,CHC,P,2006,4/22/2009,1986-10-09,33.06027397260274,33
Hultzen,Danny,CHC,P,Undrafted,9/08/2019,1989-11-28,29.923287671232877,29
Kemp,Tony,CHC,2B,2013,5/17/2016,1991-10-31,28,28
Kimbrel,Craig,CHC,P,2008,5/07/2010,1988-05-28,31.427397260273974,31
Kintzler,Brandon,CHC,P,2004,9/10/2010,1984-08-01,35.249315068493154,35
Lester,Jon,CHC,P,2002,6/10/2006,1984-01-07,35.81369863013698,35
Lucroy,Jonathan,CHC,C,2007,5/21/2010,1986-06-13,33.38356164383562,33
Adams,Matt,WSH,1B,2009,5/20/2012,1988-08-31,31.167123287671235,31
Cabrera,Asdrúbal,WSH,2B,2002,8/08/2007,1985-11-13,33.964383561643835,33
Corbin,Patrick,WSH,P,2009,4/30/2012,1989-07-19,30.284931506849315,30
Doolittle,Sean,WSH,P,2007,6/05/2012,1986-09-26,33.0958904109589,33
Dozier,Brian,WSH,2B,2009,5/07/2012,1987-05-15,32.463013698630135,32
Eaton,Adam,WSH,RF,2010,9/04/2012,1988-12-06,30.90390747810465,30
Gomes,Yan,WSH,C,2009,5/17/2012,1987-07-19,32.28493150684932,32
Guerra,Javy,WSH,P,2004,5/15/2011,1985-10-31,34,34
Hudson,Daniel,WSH,P,2008,9/04/2009,1987-03-09,32.64657534246575,32
Kendrick,Howie,WSH,1B,2002,4/26/2006,1983-07-12,36.3041095890411,36
Parra,Gerardo,WSH,1B,2004,5/13/2009,1987-05-06,32.487671232876714,32
Rainey,Tanner,WSH,P,2015,4/10/2018,1992-12-25,26.851994909798638,26
Rendon,Anthony,WSH,3B,2011,4/21/2013,1990-06-06,29.4027397260274,29
Robles,Victor,WSH,CF,2013,9/07/2017,1997-05-19,22.45205479452055,22
Rodney,Fernando,WSH,P,1997,5/04/2002,1977-03-18,42.62191780821918,42
Ross,Joe,WSH,P,2011,6/06/2015,1993-05-21,26.446575342465753,26
Sánchez,Aníbal,WSH,P,2001,6/25/2006,1984-02-27,35.673972602739724,35
Scherzer,Max,WSH,P,2006,4/29/2008,1984-07-27,35.26301369863014,35
Soto,Juan,WSH,LF,2015,5/20/2018,1998-10-25,21.016438356164382,21
Strasburg,Stephen,WSH,P,2009,6/08/2010,1988-07-20,31.28219178082192,31
Suero,Wander,WSH,P,2010,5/01/2018,1991-09-15,28.126027397260273,28
Suzuki,Kurt,WSH,C,2004,6/12/2007,1983-10-04,36.07397260273972,36
Taylor,Michael,WSH,CF,2009,8/12/2014,1991-03-26,28.6,28
Turner,Trea,WSH,SS,2014,8/21/2015,1993-06-30,26.336986301369862,26
Zimmerman,Ryan,WSH,1B,2005,9/01/2005,1984-09-28,35.09041095890411,35
Alonso,Pete,NYM,1B,2016,3/28/2019,1994-12-07,24.898630136986302,24
Avilán,Luis,NYM,P,2005,7/14/2012,1989-07-19,30.284931506849315,30
Bashlor,Tyler,NYM,P,2013,6/25/2018,1993-04-16,26.542465753424658,26
Brach,Brad,NYM,P,2008,8/31/2011,1986-04-12,33.553424657534244,33
Canó,Robinson,NYM,2B,2001,5/03/2005,1982-10-22,37.02465753424657,37
Conforto,Michael,NYM,RF,2014,7/24/2015,1993-03-01,26.66849315068493,26
Davis,J,NYM,LF,2014,8/05/2017,1993-04-27,26.512328767123286,26
Davis,Rajai,NYM,CF,2001,8/14/2006,1980-10-19,39.032876712328765,39
deGrom,Jacob,NYM,P,2010,5/15/2014,1988-06-19,31.367123287671234,31
Díaz,Edwin,NYM,P,2012,6/06/2016,1994-03-22,25.610958904109587,25
Familia,Jeurys,NYM,P,2007,9/04/2012,1989-10-10,30.057534246575344,30
Flexen,Chris,NYM,P,Undrafted,7/27/2017,1994-07-01,25.334246575342465,25
Frazier,Todd,NYM,3B,2007,5/23/2011,1986-02-12,33.71506849315068,33
Gagnon,Drew,NYM,P,2011,7/10/2018,1990-06-26,29.34794520547945,29
Gsellman,Robert,NYM,P,2011,8/23/2016,1993-07-18,26.28767123287671,26
Guillorme,Luis,NYM,3B,2013,5/13/2018,1994-09-27,25.09315068493151,25
Haggerty,Sam,NYM,1B,Undrafted,9/04/2019,1994-05-26,25.432876712328767,25
Hart,Donnie,NYM,P,2013,7/17/2016,1990-09-06,29.15068493150685,29
Kilome,Franklyn,NYM,P,Undrafted,-,1995-06-25,24.350684931506848,24
Lagares,Juan,NYM,CF,2006,4/23/2013,1989-03-17,30.624657534246577,30
Lockett,Walker,NYM,P,2012,6/01/2018,1994-05-03,25.495890410958904,25
Lowrie,Jed,NYM,3B,2005,4/15/2008,1984-04-17,35.53972602739726,35
Lugo,Seth,NYM,P,2011,7/01/2016,1989-11-17,29.953424657534246,29
Matz,Steven,NYM,P,2009,6/28/2015,1991-05-29,28.424657534246574,28
Mazza,Chris,NYM,P,Undrafted,6/29/2019,1989-10-17,30.03835616438356,30
Álvarez,José,PHI,P,2005,6/09/2013,1989-05-06,30.487671232876714,30
Bruce,Jay,PHI,LF,2005,5/27/2008,1987-04-03,32.57808219178082,32
Davis,Austin,PHI,P,2014,6/20/2018,1993-02-03,26.73972602739726,26
De,Los,PHI,P,2014,7/10/2018,1995-12-25,23.84931506849315,23
Eflin,Zach,PHI,P,2012,6/14/2016,1994-04-08,25.564383561643837,25
Franco,Maikel,PHI,3B,2010,9/02/2014,1992-08-26,27.18082191780822,27
Gamboa,Arquimedes,PHI,SS,Undrafted,-,1997-09-23,22.104109589041094,22
Garcia,Edgar,PHI,P,Undrafted,5/06/2019,1996-10-04,23.073972602739726,23
Gosselin,Phil,PHI,SS,2010,8/16/2013,1988-10-03,31.076712328767123,31
Grullon,Deivy,PHI,C,Undrafted,9/22/2019,1996-02-17,23.7013698630137,23
Hammer,JD,PHI,P,Undrafted,5/26/2019,1994-07-12,25.304109589041097,25
Harper,Bryce,PHI,RF,2010,4/28/2012,1992-10-16,27.041095890410958,27
Haseley,Adam,PHI,CF,Undrafted,6/04/2019,1996-04-12,23.553424657534247,23
Hernández,César,PHI,2B,2006,5/29/2013,1990-05-23,29.44109589041096,29
Hoskins,Rhys,PHI,1B,2014,8/10/2017,1993-03-17,26.624657534246577,26
Hughes,Jared,PHI,P,2006,9/07/2011,1985-07-04,34.326027397260276,34
Irvin,Cole,PHI,P,Undrafted,5/12/2019,1994-01-31,25.747945205479454,25
Kingery,Scott,PHI,3B,2015,3/30/2018,1994-04-29,25.506849315068493,25
Knapp,Andrew,PHI,C,2013,4/06/2017,1991-11-09,27.975342465753425,27
Medina,Adonis,PHI,P,Undrafted,-,1996-12-18,22.871120592858748,22
Miller,Brad,PHI,2B,2011,6/28/2013,1989-10-18,30.035616438356165,30
Morin,Mike,PHI,P,2012,4/30/2014,1991-05-03,28.495890410958904,28
Morrison,Logan,PHI,1B,2005,7/27/2010,1987-08-25,32.18356164383562,32
Neris,Héctor,PHI,P,2010,8/05/2014,1989-06-14,30.38082191780822,30
Nicasio,Juan,PHI,P,2006,5/28/2011,1986-08-31,33.16712328767123,33
Agrazal,Dario,PIT,P,Undrafted,6/15/2019,1994-12-28,24.84109589041096,24
Bell,Josh,PIT,1B,2011,7/08/2016,1992-08-14,27.213698630136985,27
Brault,Steven,PIT,P,2013,7/05/2016,1992-04-29,27.506849315068493,27
Brubaker,JT,PIT,P,Undrafted,-,1993-11-17,25.953424657534246,25
Cabrera,Melky,PIT,RF,2001,7/07/2005,1984-08-11,35.221917808219175,35
Díaz,Elias,PIT,C,2008,9/12/2015,1990-11-17,28.953424657534246,28
DuRapau,Montana,PIT,P,Undrafted,5/09/2019,1992-03-27,27.5972602739726,27
Escobar,Luis,PIT,P,2013,7/13/2019,1996-05-30,23.421917808219177,23
Feliz,Michael,PIT,P,2010,5/31/2015,1993-06-28,26.34246575342466,26
Frazier,Adam,PIT,2B,2013,6/24/2016,1991-12-14,27.87945205479452,27
González,Erik,PIT,SS,2008,7/16/2016,1991-08-31,28.167123287671235,28
Hartlieb,Geoff,PIT,P,Undrafted,5/18/2019,1993-12-09,25.893150684931506,25
Holmes,Clay,PIT,P,2011,4/06/2018,1993-03-27,26.5972602739726,26
Howard,Sam,PIT,P,2014,6/10/2018,1993-03-05,26.65753424657534,26
Jerez,Williams,PIT,P,2011,8/07/2018,1992-05-16,27.46027397260274,27
Kela,Keone,PIT,P,2012,4/07/2015,1993-04-16,26.542465753424658,26
Keller,Mitch,PIT,P,Undrafted,5/27/2019,1996-04-04,23.575342465753426,23
Kramer,Kevin,PIT,2B,Undrafted,9/05/2018,1993-10-03,26.076712328767123,26
Liriano,Francisco,PIT,P,2000,9/05/2005,1983-10-26,36.013698630136986,36
Markel,Parker,PIT,P,Undrafted,5/12/2019,1990-09-15,29.126027397260273,29
Marte,Starling,PIT,CF,2007,7/26/2012,1988-10-09,31.06027397260274,31
Marvel,James,PIT,P,Undrafted,9/08/2019,1993-09-17,26.12054794520548,26
McRae,Alex,PIT,P,2014,8/01/2018,1993-04-06,26.56986301369863,26
Moran,Colin,PIT,3B,2013,5/18/2016,1992-10-01,27.08219178082192,27
Musgrove,Joe,PIT,P,2011,8/02/2016,1992-12-04,26.909371958978966,26
Arozarena,Randy,STL,CF,Undrafted,8/14/2019,1995-02-28,24.671232876712327,24
Bader,Harrison,STL,CF,2015,7/25/2017,1994-06-03,25.410958904109588,25
Brebbia,John,STL,P,2011,5/28/2017,1990-05-30,29.421917808219177,29
Cabrera,Génesis,STL,P,Undrafted,5/29/2019,1996-10-10,23.057534246575344,23
Carpenter,Matt,STL,3B,2009,6/04/2011,1985-11-26,33.92876712328767,33
DeJong,Paul,STL,SS,2015,5/28/2017,1993-08-02,26.246575342465754,26
Edman,Tommy,STL,3B,Undrafted,6/08/2019,1995-05-09,24.47945205479452,24
Flaherty,Jack,STL,P,2014,9/01/2017,1995-10-15,24.043835616438358,24
Fowler,Dexter,STL,RF,2004,9/02/2008,1986-03-22,33.61095890410959,33
Gallegos,Giovanny,STL,P,2011,5/12/2017,1991-08-14,28.213698630136985,28
Goldschmidt,Paul,STL,1B,2009,8/01/2011,1987-09-10,32.13972602739726,32
Helsley,Ryan,STL,P,2015,4/16/2019,1994-07-18,25.28767123287671,25
Hudson,Dakota,STL,P,2016,7/28/2018,1994-09-15,25.126027397260273,25
Martínez,Carlos,STL,P,2010,5/03/2013,1991-09-21,28.10958904109589,28
Martínez,José,STL,RF,2006,9/06/2016,1988-07-25,31.268493150684932,31
Mikolas,Miles,STL,P,2009,5/05/2012,1988-08-23,31.18904109589041,31
Miller,Andrew,STL,P,2006,8/30/2006,1985-05-21,34.446575342465756,34
Molina,Yadier,STL,C,2000,6/03/2004,1982-07-13,37.3013698630137,37
Muñoz,Yairo,STL,3B,2012,3/29/2018,1995-01-23,24.76986301369863,24
Ozuna,Marcell,STL,LF,2008,4/30/2013,1990-11-12,28.96712328767123,28
Ponce,de,STL,P,2014,7/23/2018,1992-01-16,27.78904109589041,27
Wainwright,Adam,STL,P,2000,9/11/2005,1981-08-30,38.16986301369863,38
Webb,Tyler,STL,P,2013,6/24/2017,1990-07-20,29.28219178082192,29
Wieters,Matt,STL,C,2007,5/29/2009,1986-05-21,33.446575342465756,33
Wong,Kolten,STL,2B,2011,8/16/2013,1990-10-10,29.057534246575344,29
Acuña,Jr,ATL,CF,2014,4/25/2018,1997-12-18,21.86849315068493,21
Albies,Ozzie,ATL,2B,2013,8/01/2017,1997-01-07,22.813698630136987,22
Cervelli,Francisco,ATL,C,2003,9/18/2008,1986-03-06,33.654794520547945,33
Donaldson,Josh,ATL,3B,2007,4/30/2010,1985-12-08,33.895890410958906,33
Duvall,Adam,ATL,LF,2010,6/26/2014,1988-09-04,31.156164383561645,31
Flowers,Tyler,ATL,C,2005,9/03/2009,1986-01-24,33.76712328767123,33
Foltynewicz,Mike,ATL,P,2010,8/02/2014,1991-10-07,28.065753424657533,28
Freeman,Freddie,ATL,1B,2007,9/01/2010,1989-09-12,30.134246575342466,30
Fried,Max,ATL,P,2012,8/08/2017,1994-01-18,25.783561643835615,25
Greene,Shane,ATL,P,2009,4/24/2014,1988-11-17,30.95582004641066,30
Hamilton,Billy,ATL,CF,2009,9/03/2013,1990-09-09,29.14246575342466,29
Hechavarría,Adeiny,ATL,SS,2010,8/04/2012,1989-04-15,30.545205479452054,30
Jackson,Luke,ATL,P,2010,9/04/2015,1991-08-24,28.186301369863013,28
Joyce,Matt,ATL,RF,2005,5/05/2008,1984-08-03,35.24383561643835,35
Keuchel,Dallas,ATL,P,2009,6/17/2012,1988-01-01,31.83013698630137,31
Markakis,Nick,ATL,RF,2003,4/03/2006,1983-11-17,35.95342465753425,35
Melancon,Mark,ATL,P,2006,4/26/2009,1985-03-28,34.59452054794521,34
Newcomb,Sean,ATL,P,2014,6/10/2017,1993-06-12,26.386301369863013,26
O,Day,ATL,P,2006,3/31/2008,1982-10-22,37.02465753424657,37
Ortega,Rafael,ATL,LF,2008,9/30/2012,1991-05-15,28.463013698630135,28
Soroka,Mike,ATL,P,2015,5/01/2018,1997-08-04,22.24109589041096,22
Swanson,Dansby,ATL,SS,2015,8/17/2016,1994-02-11,25.71780821917808,25
Teheran,Julio,ATL,P,2007,5/07/2011,1991-01-27,28.75890410958904,28
Tomlin,Josh,ATL,P,2006,7/27/2010,1984-10-19,35.032876712328765,35
Alaniz,R,CIN,P,Undrafted,4/12/2019,1991-06-14,28.38082191780822,28
Aquino,Aristides,CIN,RF,Undrafted,8/19/2018,1994-04-22,25.526027397260275,25
Barnhart,Tucker,CIN,C,2009,4/03/2014,1991-01-07,28.813698630136987,28
Bauer,Trevor,CIN,P,2011,6/28/2012,1991-01-17,28.786301369863015,28
Blandino,Alex,CIN,SS,2014,4/10/2018,1992-11-06,26.985874691219404,26
Bowman,Matt,CIN,P,2012,4/06/2016,1991-05-31,28.41917808219178,28
Casali,Curt,CIN,C,2011,7/18/2014,1988-11-09,30.977677969907926,30
Castillo,Luis,CIN,P,2011,6/23/2017,1992-12-12,26.887514035481697,26
Colón,Christian,CIN,2B,2010,7/01/2014,1989-05-14,30.465753424657535,30
DeSclafani,Anthony,CIN,P,2011,5/14/2014,1990-04-18,29.536986301369865,29
Dietrich,Derek,CIN,2B,2010,5/08/2013,1989-07-18,30.28767123287671,30
Ervin,Phillip,CIN,RF,2013,4/22/2017,1992-07-15,27.295890410958904,27
Farmer,Kyle,CIN,C,2013,7/30/2017,1990-08-17,29.205479452054796,29
Galvis,Freddy,CIN,2B,2006,4/05/2012,1989-11-14,29.96164383561644,29
Garrett,Amir,CIN,P,2011,4/07/2017,1992-05-03,27.495890410958904,27
Gausman,Kevin,CIN,P,2012,5/23/2013,1991-01-06,28.816438356164383,28
Gray,Sonny,CIN,P,2011,7/10/2013,1989-11-07,29.980821917808218,29
Herget,Jimmy,CIN,P,Undrafted,7/07/2019,1993-09-09,26.14246575342466,26
Iglesias,José,CIN,SS,2009,5/08/2011,1990-01-05,29.81917808219178,29
Iglesias,Raisel,CIN,P,2014,4/12/2015,1990-01-04,29.82191780821918,29
Kuhnel,Joel,CIN,P,Undrafted,8/16/2019,1995-02-19,24.695890410958903,24
Lorenzen,Michael,CIN,P,2013,4/29/2015,1992-01-04,27.82191780821918,27
Mahle,Tyler,CIN,P,2013,8/27/2017,1994-09-29,25.087671232876712,25
Mella,Keury,CIN,P,2011,9/20/2017,1993-08-02,26.246575342465754,26
O,Grady,CIN,CF,Undrafted,8/08/2019,1992-05-17,27.457534246575342,27
Altuve,Jose,HOU,2B,2006,7/20/2011,1990-05-06,29.487671232876714,29
Alvarez,Yordan,HOU,LF,Undrafted,6/09/2019,1997-06-27,22.345205479452055,22
Brantley,Michael,HOU,LF,2005,9/01/2009,1987-05-15,32.463013698630135,32
Bregman,Alex,HOU,SS,2015,7/25/2016,1994-03-30,25.589041095890412,25
Chirinos,Robinson,HOU,C,2000,7/18/2011,1984-06-05,35.40547945205479,35
Cole,Gerrit,HOU,P,2011,6/11/2013,1990-09-08,29.145205479452056,29
Correa,Carlos,HOU,SS,2012,6/08/2015,1994-09-22,25.106849315068494,25
Devenski,Chris,HOU,P,2011,4/08/2016,1990-11-13,28.964383561643835,28
Díaz,Aledmys,HOU,2B,2014,4/05/2016,1990-08-01,29.24931506849315,29
Greinke,Zack,HOU,P,2002,5/22/2004,1983-10-21,36.02739726027397,36
Gurriel,Yuli,HOU,1B,2016,8/21/2016,1984-06-09,35.394520547945206,35
Harris,Will,HOU,P,2006,8/13/2012,1984-08-28,35.175342465753424,35
James,Josh,HOU,P,Undrafted,9/01/2018,1993-03-08,26.649315068493152,26
Maldonado,Martín,HOU,C,2004,9/03/2011,1986-08-16,33.20821917808219,33
Marisnick,Jake,HOU,CF,2009,7/23/2013,1991-03-30,28.589041095890412,28
Osuna,Roberto,HOU,P,2011,4/08/2015,1995-02-07,24.72876712328767,24
Peacock,Brad,HOU,P,2006,9/06/2011,1988-02-02,31.742465753424657,31
Pressly,Ryan,HOU,P,2007,4/04/2013,1988-12-15,30.879317314170223,30
Reddick,Josh,HOU,RF,2006,7/31/2009,1987-02-19,32.6958904109589,32
Rondón,Héctor,HOU,P,2004,4/03/2013,1988-02-26,31.676712328767124,31
Smith,Joe,HOU,P,2006,4/01/2007,1984-03-22,35.61095890410959,35
Springer,George,HOU,CF,2011,4/16/2014,1989-09-19,30.115068493150684,30
Tucker,Kyle,HOU,LF,2015,7/07/2018,1997-01-17,22.786301369863015,22
Urquidy,Jose,HOU,P,Undrafted,7/02/2019,1995-05-01,24.5013698630137,24
Verlander,Justin,HOU,P,2004,7/04/2005,1983-02-20,36.69315068493151,36
Báez,Pedro,LAD,P,2007,5/05/2014,1988-03-11,31.64109589041096,31
Beaty,Matt,LAD,LF,Undrafted,4/30/2019,1993-04-28,26.50958904109589,26
Bellinger,Cody,LAD,1B,2013,4/25/2017,1995-07-13,24.301369863013697,24
Buehler,Walker,LAD,P,2015,9/07/2017,1994-07-28,25.26027397260274,25
Hernández,Kiké,LAD,LF,2009,7/01/2014,1991-08-24,28.186301369863013,28
Hill,Rich,LAD,P,2002,6/15/2005,1980-03-11,39.64109589041096,39
Jansen,Kenley,LAD,P,2004,7/24/2010,1987-09-30,32.084931506849315,32
Kelly,Joe,LAD,P,2009,6/10/2012,1988-06-09,31.394520547945206,31
Kershaw,Clayton,LAD,P,2006,5/25/2008,1988-03-19,31.61917808219178,31
Kolarek,Adam,LAD,P,2010,6/29/2017,1989-01-14,30.794520547945204,30
Lux,Gavin,LAD,SS,2016,9/02/2019,1997-11-23,21.936986301369863,21
Maeda,Kenta,LAD,P,2016,4/06/2016,1988-04-11,31.556164383561644,31
Martin,Russell,LAD,C,2002,5/05/2006,1983-02-15,36.706849315068496,36
May,Dustin,LAD,P,Undrafted,8/02/2019,1997-09-06,22.15068493150685,22
Muncy,Max,LAD,2B,2012,4/25/2015,1990-08-25,29.183561643835617,29
Pederson,Joc,LAD,RF,2010,9/01/2014,1992-04-21,27.528767123287672,27
Pollock,A,LAD,CF,2009,4/18/2012,1987-12-05,31.904109589041095,31
Ryu,Hyun,LAD,P,2012,4/02/2013,1987-03-25,32.602739726027394,32
Seager,Corey,LAD,SS,2012,9/03/2015,1994-04-27,25.512328767123286,25
Smith,Will,LAD,C,2016,5/28/2019,1995-03-28,24.594520547945205,24
Stripling,Ross,LAD,P,2012,4/08/2016,1989-11-23,29.936986301369863,29
Taylor,Chris,LAD,LF,2012,7/24/2014,1990-08-29,29.172602739726027,29
Turner,Justin,LAD,3B,2006,9/08/2009,1984-11-23,34.93942660378771,34
Urías,Julio,LAD,P,2012,5/27/2016,1996-08-12,23.21917808219178,23
Allen,Austin,SD,C,Undrafted,5/11/2019,1994-01-16,25.78904109589041,25
Baez,Michel,SD,P,Undrafted,7/23/2019,1996-01-21,23.775342465753425,23
Bednar,David,SD,P,Undrafted,9/01/2019,1994-10-10,25.057534246575344,25
Bolanos,Ronald,SD,P,Undrafted,9/03/2019,1996-08-23,23.18904109589041,23
Erlin,Robbie,SD,P,2009,4/30/2013,1990-10-08,29.063013698630137,29
France,Ty,SD,2B,Undrafted,4/26/2019,1994-07-13,25.301369863013697,25
Garcia,Greg,SD,2B,2010,4/28/2014,1989-08-08,30.23013698630137,30
Guerra,Javy,SD,P,2012,5/04/2018,1995-09-25,24.0986301369863,24
Hedges,Austin,SD,C,2011,5/04/2015,1992-08-18,27.202739726027396,27
Hosmer,Eric,SD,1B,2008,5/06/2011,1989-10-24,30.019178082191782,30
Jankowski,Travis,SD,RF,2012,8/21/2015,1991-06-15,28.378082191780823,28
Lamet,Dinelson,SD,P,2014,5/25/2017,1992-07-18,27.28767123287671,27
Lauer,Eric,SD,P,2016,4/24/2018,1995-06-03,24.410958904109588,24
Lucchesi,Joey,SD,P,2016,3/30/2018,1993-06-06,26.4027397260274,26
Machado,Manny,SD,3B,2010,8/09/2012,1992-07-06,27.32054794520548,27
Margevicius,Nick,SD,P,Undrafted,3/30/2019,1996-06-18,23.36986301369863,23
Margot,Manuel,SD,CF,2011,9/21/2016,1994-09-28,25.09041095890411,25
Martini,Nick,SD,LF,2011,6/06/2018,1990-06-27,29.345205479452055,29
Mejía,Francisco,SD,C,2012,9/01/2017,1995-10-27,24.01095890410959,24
Mejias,Brean,SD,3B,Undrafted,9/04/2019,1991-04-05,28.572602739726026,28
Muñoz,Andres,SD,P,Undrafted,7/12/2019,1999-01-16,20.78904109589041,20
Myers,Wil,SD,LF,2009,6/18/2013,1990-12-10,28.89041095890411,28
Naylor,Josh,SD,LF,2015,5/24/2019,1997-06-22,22.35890410958904,22
Paddack,Chris,SD,P,Undrafted,3/31/2019,1996-01-08,23.81095890410959,23
Perdomo,Luis,SD,P,2010,4/04/2016,1993-05-09,26.47945205479452,26
Abad,Fernando,SF,P,2002,7/28/2010,1985-12-17,33.87123287671233,33
Adames,Cristhian,SF,SS,2007,7/29/2014,1991-07-26,28.265753424657536,28
Anderson,Shaun,SF,P,Undrafted,5/15/2019,1994-10-29,25.005479452054793,25
Anderson,Tyler,SF,P,2011,6/12/2016,1989-12-30,29.835616438356166,29
Beede,Tyler,SF,P,2014,4/10/2018,1993-05-23,26.44109589041096,26
Belt,Brandon,SF,1B,2009,3/31/2011,1988-04-20,31.53150684931507,31
Bumgarner,Madison,SF,P,2007,9/08/2009,1989-08-01,30.24931506849315,30
Coonrod,Sam,SF,P,Undrafted,5/26/2019,1992-09-22,27.106849315068494,27
Crawford,Brandon,SF,SS,2008,5/27/2011,1987-01-21,32.775342465753425,32
Cueto,Johnny,SF,P,2004,4/03/2008,1986-02-15,33.706849315068496,33
Davis,Jaylin,SF,RF,Undrafted,9/04/2019,1994-07-01,25.334246575342465,25
Dickerson,Alex,SF,LF,2011,8/06/2015,1990-05-26,29.432876712328767,29
Dubon,Mauricio,SF,SS,2013,7/07/2019,1994-07-19,25.284931506849315,25
Franco,Enderson,SF,P,Undrafted,9/18/2019,1992-12-29,26.841065948050005,26
Garcia,Aramis,SF,C,2014,8/31/2018,1993-01-12,26.8,26
Gerber,Mike,SF,RF,2014,4/20/2018,1992-07-08,27.315068493150687,27
Gustave,Jandel,SF,P,2010,8/11/2016,1992-10-12,27.052054794520547,27
Longoria,Evan,SF,3B,2006,4/12/2008,1985-10-07,34.06575342465754,34
Menez,Conner,SF,P,Undrafted,7/21/2019,1995-05-29,24.424657534246574,24
Peralta,Wandy,SF,P,2009,9/04/2016,1991-07-27,28.263013698630136,28
Pillar,Kevin,SF,CF,2011,8/14/2013,1989-01-04,30.82191780821918,30
Posey,Buster,SF,C,2008,9/11/2009,1987-03-27,32.5972602739726,32
Rickard,Joey,SF,CF,2012,4/04/2016,1991-05-21,28.446575342465753,28
Rodríguez,Dereck,SF,P,2011,5/29/2018,1992-06-05,27.405479452054795,27
Rogers,Tyler,SF,P,Undrafted,8/27/2019,1990-12-17,28.87123287671233,28
Alcantara,Sandy,MIA,P,2013,9/03/2017,1995-09-07,24.147945205479452,24
